"";"age";"job";"marital";"education";"default";"balance";"housing";"loan";"day";"duration";"campaign";"pdays";"previous";"poutcome";"complete"
"10279";37;"management";"single";"tertiary";"no";8828;"no";"no";12;1010;3;-1;0;"unknown";"yes"
"10300";58;"admin.";"married";"secondary";"no";826;"no";"no";12;885;1;-1;0;"unknown";"yes"
"10330";39;"self-employed";"married";"tertiary";"no";2630;"no";"no";12;651;5;-1;0;"unknown";"yes"
"10381";47;"housemaid";"single";"tertiary";"no";3727;"no";"no";12;993;6;-1;0;"unknown";"yes"
"10404";40;"management";"married";"secondary";"no";406;"yes";"no";12;577;2;-1;0;"unknown";"yes"
"10417";35;"blue-collar";"married";"tertiary";"no";2999;"no";"no";12;1141;6;-1;0;"unknown";"yes"
"10418";48;"blue-collar";"married";"secondary";"no";1000;"yes";"no";12;1268;2;-1;0;"unknown";"yes"
"10422";27;"admin.";"single";"secondary";"no";18188;"yes";"no";12;541;17;-1;0;"unknown";"yes"
"10443";48;"management";"single";"tertiary";"no";503;"no";"yes";12;1243;7;-1;0;"unknown";"yes"
"10485";49;"blue-collar";"married";"primary";"no";361;"yes";"no";16;513;2;-1;0;"unknown";"yes"
"10497";36;"blue-collar";"married";"secondary";"no";274;"yes";"no";16;686;11;-1;0;"unknown";"yes"
"10504";52;"retired";"single";"tertiary";"no";3687;"yes";"yes";16;741;4;-1;0;"unknown";"yes"
"10509";38;"blue-collar";"married";"secondary";"no";1627;"no";"no";16;1323;9;-1;0;"unknown";"yes"
"10556";36;"services";"married";"secondary";"no";981;"no";"no";16;1093;1;-1;0;"unknown";"yes"
"10558";36;"blue-collar";"single";"secondary";"no";638;"yes";"no";16;1395;2;-1;0;"unknown";"yes"
"10594";48;"unemployed";"single";"tertiary";"no";3229;"no";"no";16;1089;1;-1;0;"unknown";"yes"
"10615";51;"management";"single";"secondary";"no";1610;"yes";"no";16;1248;3;-1;0;"unknown";"yes"
"10684";46;"technician";"married";"secondary";"no";536;"yes";"no";16;750;2;-1;0;"unknown";"yes"
"10727";36;"entrepreneur";"married";"tertiary";"no";3057;"no";"no";16;2769;4;-1;0;"unknown";"yes"
"10825";47;"management";"married";"secondary";"no";2892;"no";"no";17;556;1;-1;0;"unknown";"yes"
"10948";56;"management";"single";"tertiary";"no";4266;"yes";"no";17;490;4;-1;0;"unknown";"yes"
"10949";38;"technician";"single";"tertiary";"no";110;"no";"no";17;1051;3;-1;0;"unknown";"yes"
"10960";38;"student";"single";"tertiary";"no";3316;"no";"no";17;1345;3;-1;0;"unknown";"yes"
"10971";40;"management";"married";"secondary";"no";106;"no";"no";17;676;2;-1;0;"unknown";"yes"
"10987";39;"blue-collar";"married";"primary";"no";2303;"yes";"no";17;775;3;-1;0;"unknown";"yes"
"10990";60;"management";"married";"tertiary";"no";3301;"no";"no";17;2621;3;-1;0;"unknown";"yes"
"11120";39;"self-employed";"single";"tertiary";"no";426;"no";"no";18;1029;1;-1;0;"unknown";"yes"
"11188";41;"management";"single";"tertiary";"no";11008;"no";"no";18;1540;1;-1;0;"unknown";"yes"
"11193";42;"blue-collar";"single";"primary";"no";4930;"no";"no";18;973;1;-1;0;"unknown";"yes"
"11252";41;"entrepreneur";"married";"secondary";"no";707;"no";"no";18;707;1;-1;0;"unknown";"yes"
"11255";46;"admin.";"married";"secondary";"no";126;"no";"no";18;1255;1;-1;0;"unknown";"yes"
"11285";44;"housemaid";"single";"primary";"no";1059;"no";"no";18;2093;1;-1;0;"unknown";"yes"
"11288";31;"blue-collar";"married";"secondary";"no";671;"yes";"no";18;704;4;-1;0;"unknown";"yes"
"11317";51;"admin.";"single";"secondary";"no";1994;"no";"no";18;771;2;-1;0;"unknown";"yes"
"11336";32;"management";"married";"tertiary";"no";607;"yes";"no";18;1060;5;-1;0;"unknown";"yes"
"11352";41;"blue-collar";"married";"primary";"no";219;"no";"yes";18;1574;3;-1;0;"unknown";"yes"
"11449";41;"blue-collar";"single";"secondary";"no";3622;"no";"no";19;1135;4;-1;0;"unknown";"yes"
"11451";57;"admin.";"single";"secondary";"no";5768;"yes";"no";19;512;1;-1;0;"unknown";"yes"
"11471";55;"retired";"single";"secondary";"no";1580;"no";"yes";19;1007;1;-1;0;"unknown";"yes"
"11508";53;"technician";"married";"secondary";"no";1319;"no";"no";19;1318;3;-1;0;"unknown";"yes"
"11511";55;"housemaid";"married";"primary";"no";2152;"no";"no";19;922;2;-1;0;"unknown";"yes"
"11516";39;"services";"married";"secondary";"no";2843;"yes";"no";19;585;1;-1;0;"unknown";"yes"
"11520";36;"management";"married";"tertiary";"no";1352;"no";"no";19;2028;1;-1;0;"unknown";"yes"
"11547";59;"retired";"married";"primary";"no";1115;"no";"no";19;834;1;-1;0;"unknown";"yes"
"11618";42;"blue-collar";"single";"secondary";"no";625;"no";"no";19;651;3;-1;0;"unknown";"yes"
"11619";45;"technician";"married";"tertiary";"no";377;"yes";"no";19;835;3;-1;0;"unknown";"yes"
"11620";41;"blue-collar";"married";"primary";"no";246;"no";"no";19;683;3;-1;0;"unknown";"yes"
"11703";43;"unemployed";"married";"primary";"no";519;"no";"no";20;973;2;-1;0;"unknown";"yes"
"11712";60;"retired";"married";"secondary";"no";1690;"no";"no";20;1467;4;-1;0;"unknown";"yes"
"11716";48;"management";"married";"tertiary";"no";5320;"yes";"no";20;792;1;-1;0;"unknown";"yes"
"11726";44;"services";"married";"secondary";"no";522;"no";"yes";20;911;1;-1;0;"unknown";"yes"
"11740";52;"retired";"married";"tertiary";"no";2269;"no";"no";20;1210;1;-1;0;"unknown";"yes"
"11741";50;"technician";"single";"secondary";"no";396;"no";"no";20;716;2;-1;0;"unknown";"yes"
"11782";57;"management";"married";"tertiary";"no";9103;"no";"yes";20;1098;2;-1;0;"unknown";"yes"
"11839";29;"blue-collar";"single";"secondary";"no";908;"yes";"no";20;1663;1;-1;0;"unknown";"yes"
"11842";47;"technician";"married";"tertiary";"no";1694;"no";"yes";20;560;3;-1;0;"unknown";"yes"
"11860";40;"blue-collar";"married";"secondary";"no";188;"yes";"yes";20;570;2;-1;0;"unknown";"yes"
"11866";38;"blue-collar";"single";"tertiary";"no";2885;"yes";"no";20;1422;10;-1;0;"unknown";"yes"
"11986";49;"services";"single";"secondary";"no";947;"no";"no";20;808;2;-1;0;"unknown";"yes"
"11997";43;"blue-collar";"single";"secondary";"no";740;"yes";"no";20;585;2;-1;0;"unknown";"yes"
"12010";45;"management";"married";"tertiary";"no";655;"no";"no";20;693;3;-1;0;"unknown";"yes"
"12057";24;"management";"married";"secondary";"no";867;"yes";"no";20;546;10;-1;0;"unknown";"yes"
"12090";53;"admin.";"married";"secondary";"no";3765;"no";"no";20;1094;3;-1;0;"unknown";"yes"
"12146";40;"blue-collar";"married";"secondary";"no";1009;"yes";"yes";20;1036;5;-1;0;"unknown";"yes"
"12248";36;"unemployed";"married";"tertiary";"no";4145;"no";"no";20;988;4;-1;0;"unknown";"yes"
"12261";43;"management";"married";"tertiary";"no";149;"yes";"no";23;662;2;-1;0;"unknown";"yes"
"12321";27;"blue-collar";"married";"tertiary";"no";335;"yes";"no";26;519;3;-1;0;"unknown";"yes"
"12324";30;"technician";"married";"tertiary";"no";526;"yes";"yes";26;677;3;-1;0;"unknown";"yes"
"12496";27;"technician";"single";"secondary";"no";158;"no";"no";1;650;2;-1;0;"unknown";"yes"
"12565";33;"services";"married";"secondary";"no";114;"no";"yes";3;676;1;-1;0;"unknown";"yes"
"12651";29;"services";"single";"primary";"no";339;"no";"no";4;1576;3;-1;0;"unknown";"yes"
"12653";44;"blue-collar";"married";"secondary";"no";1697;"yes";"no";4;150;2;-1;0;"unknown";"yes"
"12687";51;"technician";"married";"secondary";"no";216;"no";"no";7;615;2;-1;0;"unknown";"yes"
"12719";39;"technician";"single";"secondary";"no";506;"yes";"no";7;718;2;-1;0;"unknown";"yes"
"12728";42;"blue-collar";"single";"primary";"no";213;"yes";"no";7;434;3;-1;0;"unknown";"yes"
"12729";33;"services";"single";"secondary";"no";170;"no";"no";7;782;1;-1;0;"unknown";"yes"
"12736";59;"management";"married";"tertiary";"no";553;"yes";"no";7;1272;3;-1;0;"unknown";"yes"
"12754";36;"entrepreneur";"single";"tertiary";"no";776;"no";"yes";7;722;3;-1;0;"unknown";"yes"
"12756";45;"technician";"married";"secondary";"no";879;"no";"no";7;621;2;-1;0;"unknown";"yes"
"12759";37;"self-employed";"married";"secondary";"no";1633;"no";"no";7;629;2;-1;0;"unknown";"yes"
"12765";46;"unemployed";"married";"secondary";"no";926;"no";"no";7;385;5;-1;0;"unknown";"yes"
"12796";32;"self-employed";"single";"tertiary";"no";2559;"no";"no";7;889;1;-1;0;"unknown";"yes"
"12797";32;"admin.";"married";"secondary";"no";1604;"no";"yes";7;625;1;-1;0;"unknown";"yes"
"12822";28;"technician";"single";"secondary";"no";909;"no";"yes";7;532;1;-1;0;"unknown";"yes"
"12863";41;"blue-collar";"single";"secondary";"yes";1085;"yes";"yes";7;599;1;-1;0;"unknown";"yes"
"12867";59;"blue-collar";"single";"primary";"no";1265;"no";"yes";7;849;1;-1;0;"unknown";"yes"
"12900";32;"admin.";"single";"secondary";"no";212;"no";"no";7;830;5;-1;0;"unknown";"yes"
"12999";31;"blue-collar";"single";"secondary";"no";726;"no";"no";7;719;2;-1;0;"unknown";"yes"
"13058";31;"management";"single";"tertiary";"no";296;"no";"yes";8;509;4;-1;0;"unknown";"yes"
"13105";26;"self-employed";"single";"secondary";"no";551;"no";"no";8;531;1;-1;0;"unknown";"yes"
"13112";25;"blue-collar";"married";"secondary";"no";101;"no";"yes";8;460;3;-1;0;"unknown";"yes"
"13147";25;"technician";"single";"secondary";"no";102;"no";"yes";8;574;2;-1;0;"unknown";"yes"
"13156";28;"services";"married";"secondary";"no";510;"yes";"yes";8;1767;2;-1;0;"unknown";"yes"
"13165";28;"blue-collar";"single";"secondary";"no";517;"no";"yes";8;681;1;-1;0;"unknown";"yes"
"13178";45;"management";"single";"tertiary";"no";854;"no";"yes";8;730;1;-1;0;"unknown";"yes"
"13229";31;"blue-collar";"married";"secondary";"no";152;"yes";"yes";8;831;1;-1;0;"unknown";"yes"
"13273";56;"blue-collar";"single";"secondary";"no";663;"no";"yes";8;819;3;-1;0;"unknown";"yes"
"13299";26;"admin.";"single";"secondary";"no";102;"no";"yes";8;658;2;-1;0;"unknown";"yes"
"13303";26;"technician";"married";"secondary";"no";370;"no";"yes";8;1061;4;-1;0;"unknown";"yes"
"13318";25;"blue-collar";"single";"secondary";"no";189;"no";"yes";8;687;2;-1;0;"unknown";"yes"
"13396";26;"unemployed";"single";"secondary";"no";111;"no";"no";9;537;1;-1;0;"unknown";"yes"
"13440";40;"blue-collar";"married";"primary";"no";665;"yes";"no";9;781;1;-1;0;"unknown";"yes"
"13465";37;"admin.";"married";"primary";"no";214;"yes";"no";9;645;1;-1;0;"unknown";"yes"
"13468";58;"entrepreneur";"married";"tertiary";"no";776;"yes";"no";9;990;1;-1;0;"unknown";"yes"
"13474";41;"services";"single";"tertiary";"no";1583;"yes";"no";9;662;1;-1;0;"unknown";"yes"
"13524";35;"management";"single";"tertiary";"no";6997;"yes";"no";9;1121;1;-1;0;"unknown";"yes"
"13542";39;"services";"single";"secondary";"no";687;"yes";"no";9;869;1;-1;0;"unknown";"yes"
"13546";38;"management";"married";"tertiary";"yes";327;"yes";"yes";9;556;5;-1;0;"unknown";"yes"
"13660";32;"management";"married";"tertiary";"no";794;"yes";"yes";9;1014;1;-1;0;"unknown";"yes"
"13670";31;"management";"single";"tertiary";"no";409;"no";"yes";9;564;5;-1;0;"unknown";"yes"
"13702";30;"blue-collar";"single";"secondary";"no";155;"yes";"yes";9;1426;3;-1;0;"unknown";"yes"
"13722";35;"blue-collar";"married";"secondary";"no";1330;"no";"no";10;901;1;-1;0;"unknown";"yes"
"13760";30;"blue-collar";"married";"secondary";"no";167;"yes";"no";10;255;1;-1;0;"unknown";"yes"
"13808";47;"blue-collar";"married";"secondary";"no";182;"yes";"no";10;39;1;-1;0;"unknown";"yes"
"13832";41;"blue-collar";"married";"secondary";"no";5517;"yes";"no";10;584;1;-1;0;"unknown";"yes"
"13914";25;"blue-collar";"single";"secondary";"no";1243;"no";"yes";10;1341;7;-1;0;"unknown";"yes"
"13915";30;"blue-collar";"single";"secondary";"no";1598;"yes";"no";10;634;1;-1;0;"unknown";"yes"
"13928";47;"services";"married";"secondary";"no";367;"yes";"no";10;476;4;-1;0;"unknown";"yes"
"13933";57;"admin.";"single";"secondary";"no";658;"no";"no";10;724;1;-1;0;"unknown";"yes"
"13934";38;"management";"married";"tertiary";"no";1722;"yes";"no";10;500;1;-1;0;"unknown";"yes"
"13945";25;"blue-collar";"single";"primary";"no";2483;"no";"no";10;1499;3;-1;0;"unknown";"yes"
"14004";29;"blue-collar";"single";"secondary";"no";482;"no";"yes";10;1097;3;-1;0;"unknown";"yes"
"14034";32;"self-employed";"married";"secondary";"no";514;"yes";"no";11;812;1;-1;0;"unknown";"yes"
"14102";49;"blue-collar";"married";"secondary";"no";3728;"yes";"no";11;1060;2;-1;0;"unknown";"yes"
"14119";35;"services";"single";"primary";"no";167;"no";"yes";11;614;2;-1;0;"unknown";"yes"
"14150";60;"retired";"single";"secondary";"no";1099;"no";"no";11;764;2;-1;0;"unknown";"yes"
"14151";60;"management";"married";"tertiary";"no";2222;"yes";"no";11;1120;2;-1;0;"unknown";"yes"
"14154";29;"management";"single";"tertiary";"no";983;"yes";"no";11;963;2;-1;0;"unknown";"yes"
"14156";55;"management";"single";"secondary";"no";204;"yes";"no";11;1973;2;-1;0;"unknown";"yes"
"14204";44;"admin.";"married";"secondary";"no";1074;"yes";"no";11;911;2;-1;0;"unknown";"yes"
"14218";47;"technician";"married";"secondary";"no";3466;"yes";"no";11;853;2;-1;0;"unknown";"yes"
"14298";35;"entrepreneur";"married";"secondary";"no";2436;"no";"yes";14;1397;3;-1;0;"unknown";"yes"
"14354";38;"technician";"married";"secondary";"no";976;"yes";"no";14;766;3;-1;0;"unknown";"yes"
"14365";34;"entrepreneur";"married";"tertiary";"no";146;"yes";"no";14;788;2;-1;0;"unknown";"yes"
"14385";50;"technician";"married";"secondary";"no";156;"no";"yes";14;1130;3;-1;0;"unknown";"yes"
"14399";43;"admin.";"married";"tertiary";"no";189;"yes";"no";14;1062;4;-1;0;"unknown";"yes"
"14424";44;"admin.";"single";"secondary";"no";163;"yes";"no";14;1669;2;-1;0;"unknown";"yes"
"14451";51;"services";"single";"secondary";"no";242;"no";"yes";14;1336;4;-1;0;"unknown";"yes"
"14457";31;"technician";"married";"secondary";"no";1173;"yes";"no";14;444;3;-1;0;"unknown";"yes"
"14520";59;"management";"married";"tertiary";"no";296;"no";"yes";15;805;3;-1;0;"unknown";"yes"
"14563";25;"services";"single";"secondary";"no";333;"no";"yes";15;1056;2;-1;0;"unknown";"yes"
"14570";58;"management";"married";"tertiary";"no";3864;"yes";"no";15;815;4;-1;0;"unknown";"yes"
"14592";30;"entrepreneur";"married";"primary";"no";2686;"yes";"no";15;808;3;-1;0;"unknown";"yes"
"14646";60;"retired";"married";"secondary";"no";597;"no";"no";15;981;1;-1;0;"unknown";"yes"
"14649";32;"management";"single";"tertiary";"no";222;"no";"yes";15;820;4;-1;0;"unknown";"yes"
"14668";37;"management";"single";"tertiary";"no";1775;"no";"no";15;514;5;-1;0;"unknown";"yes"
"14686";41;"blue-collar";"single";"primary";"no";664;"no";"yes";15;955;5;-1;0;"unknown";"yes"
"14731";39;"management";"married";"tertiary";"no";285;"yes";"no";15;838;3;-1;0;"unknown";"yes"
"14744";27;"entrepreneur";"married";"tertiary";"no";139;"no";"no";15;448;5;-1;0;"unknown";"yes"
"14745";35;"blue-collar";"single";"secondary";"no";885;"yes";"no";15;632;6;-1;0;"unknown";"yes"
"14785";34;"blue-collar";"single";"secondary";"no";855;"yes";"no";16;578;1;-1;0;"unknown";"yes"
"14818";27;"management";"single";"tertiary";"no";151;"yes";"no";16;496;1;-1;0;"unknown";"yes"
"14821";26;"technician";"single";"secondary";"no";354;"no";"no";16;586;1;-1;0;"unknown";"yes"
"14823";36;"management";"married";"tertiary";"no";673;"yes";"no";16;689;1;-1;0;"unknown";"yes"
"14830";44;"blue-collar";"married";"primary";"no";1265;"yes";"no";16;555;1;-1;0;"unknown";"yes"
"14833";39;"blue-collar";"married";"tertiary";"no";597;"no";"no";16;686;6;-1;0;"unknown";"yes"
"14849";36;"blue-collar";"married";"secondary";"no";324;"yes";"yes";16;830;1;-1;0;"unknown";"yes"
"14854";31;"unemployed";"single";"tertiary";"no";256;"yes";"no";16;873;2;-1;0;"unknown";"yes"
"14883";29;"blue-collar";"married";"secondary";"no";2870;"yes";"no";16;988;1;-1;0;"unknown";"yes"
"14890";27;"admin.";"single";"secondary";"no";451;"yes";"no";16;652;1;-1;0;"unknown";"yes"
"14903";43;"blue-collar";"married";"secondary";"no";184;"no";"yes";16;1019;11;-1;0;"unknown";"yes"
"14906";32;"blue-collar";"married";"secondary";"no";1905;"yes";"no";16;709;2;-1;0;"unknown";"yes"
"14929";50;"management";"married";"secondary";"no";1165;"no";"no";16;455;1;-1;0;"unknown";"yes"
"14939";42;"services";"married";"secondary";"no";3465;"yes";"yes";16;1039;2;-1;0;"unknown";"yes"
"14959";27;"student";"married";"secondary";"no";119;"yes";"no";16;781;2;-1;0;"unknown";"yes"
"15042";35;"housemaid";"married";"primary";"no";113;"yes";"no";17;923;2;-1;0;"unknown";"yes"
"15051";52;"blue-collar";"married";"secondary";"no";1405;"no";"yes";17;753;2;-1;0;"unknown";"yes"
"15093";32;"blue-collar";"single";"secondary";"no";118;"yes";"no";17;1275;1;-1;0;"unknown";"yes"
"15095";39;"technician";"married";"secondary";"no";251;"yes";"no";17;342;2;-1;0;"unknown";"yes"
"15123";32;"technician";"married";"secondary";"no";348;"yes";"no";17;926;1;-1;0;"unknown";"yes"
"15150";27;"services";"single";"secondary";"no";1820;"yes";"no";17;1027;1;-1;0;"unknown";"yes"
"15176";33;"self-employed";"single";"secondary";"no";1904;"yes";"no";17;1584;2;-1;0;"unknown";"yes"
"15180";51;"blue-collar";"married";"primary";"no";201;"yes";"no";17;582;2;-1;0;"unknown";"yes"
"15193";30;"technician";"single";"tertiary";"no";178;"no";"no";17;656;3;-1;0;"unknown";"yes"
"15213";52;"housemaid";"married";"primary";"no";3798;"yes";"no";17;1208;1;-1;0;"unknown";"yes"
"15221";42;"blue-collar";"single";"primary";"no";301;"yes";"no";17;1175;2;-1;0;"unknown";"yes"
"15223";31;"management";"single";"tertiary";"no";294;"yes";"no";17;536;5;-1;0;"unknown";"yes"
"15264";44;"blue-collar";"single";"secondary";"no";292;"no";"yes";17;1153;4;-1;0;"unknown";"yes"
"15287";40;"entrepreneur";"single";"secondary";"no";2998;"yes";"no";18;623;3;-1;0;"unknown";"yes"
"15288";54;"technician";"single";"tertiary";"no";467;"yes";"no";18;674;3;-1;0;"unknown";"yes"
"15290";46;"housemaid";"single";"primary";"no";2084;"yes";"no";18;1081;2;-1;0;"unknown";"yes"
"15312";30;"management";"single";"tertiary";"no";502;"no";"yes";18;572;1;-1;0;"unknown";"yes"
"15313";30;"services";"single";"primary";"no";459;"yes";"no";18;494;1;-1;0;"unknown";"yes"
"15319";32;"services";"single";"secondary";"no";454;"yes";"no";18;978;1;-1;0;"unknown";"yes"
"15322";56;"technician";"single";"secondary";"no";179;"no";"no";18;536;1;-1;0;"unknown";"yes"
"15344";33;"blue-collar";"married";"secondary";"no";661;"yes";"no";18;968;1;-1;0;"unknown";"yes"
"15374";30;"blue-collar";"single";"secondary";"no";183;"yes";"no";18;610;1;-1;0;"unknown";"yes"
"15390";32;"self-employed";"married";"primary";"no";102;"yes";"no";18;560;1;-1;0;"unknown";"yes"
"15393";41;"blue-collar";"single";"primary";"no";138;"yes";"no";18;640;3;-1;0;"unknown";"yes"
"15414";31;"admin.";"single";"secondary";"no";622;"no";"no";18;420;1;-1;0;"unknown";"yes"
"15431";51;"housemaid";"single";"secondary";"no";9228;"no";"no";18;655;4;-1;0;"unknown";"yes"
"15452";43;"entrepreneur";"married";"secondary";"no";104;"yes";"no";18;635;3;-1;0;"unknown";"yes"
"15465";33;"technician";"single";"tertiary";"no";1393;"yes";"no";18;1127;3;-1;0;"unknown";"yes"
"15480";36;"management";"married";"tertiary";"no";625;"yes";"no";18;1360;9;-1;0;"unknown";"yes"
"15511";28;"blue-collar";"married";"secondary";"no";173;"no";"no";18;588;7;-1;0;"unknown";"yes"
"15527";35;"entrepreneur";"single";"tertiary";"no";145;"yes";"no";18;799;2;-1;0;"unknown";"yes"
"15530";31;"management";"married";"tertiary";"no";325;"yes";"no";18;1139;2;-1;0;"unknown";"yes"
"15579";32;"management";"single";"tertiary";"no";2551;"yes";"no";21;638;3;-1;0;"unknown";"yes"
"15598";25;"services";"single";"secondary";"no";2311;"no";"yes";21;1105;2;-1;0;"unknown";"yes"
"15660";56;"retired";"single";"tertiary";"no";158;"no";"yes";21;854;1;-1;0;"unknown";"yes"
"15693";47;"technician";"married";"secondary";"no";1981;"yes";"no";21;919;2;-1;0;"unknown";"yes"
"15704";32;"services";"married";"primary";"no";228;"yes";"no";21;1017;6;-1;0;"unknown";"yes"
"15714";39;"management";"married";"tertiary";"no";1423;"yes";"no";21;733;3;-1;0;"unknown";"yes"
"15720";51;"management";"married";"tertiary";"no";2455;"yes";"no";21;553;1;-1;0;"unknown";"yes"
"15723";54;"technician";"single";"secondary";"no";859;"no";"yes";21;710;1;-1;0;"unknown";"yes"
"15756";56;"services";"married";"primary";"no";486;"no";"yes";21;1877;1;-1;0;"unknown";"yes"
"15818";55;"housemaid";"married";"secondary";"no";127;"yes";"no";21;1130;8;-1;0;"unknown";"yes"
"15819";26;"blue-collar";"single";"primary";"no";409;"yes";"no";21;577;2;-1;0;"unknown";"yes"
"15824";40;"admin.";"single";"secondary";"no";664;"no";"no";21;1342;2;-1;0;"unknown";"yes"
"15839";26;"technician";"single";"secondary";"no";223;"no";"yes";21;1002;3;-1;0;"unknown";"yes"
"15861";41;"management";"single";"tertiary";"no";1253;"no";"no";21;1134;5;-1;0;"unknown";"yes"
"15907";44;"management";"married";"primary";"no";4758;"yes";"no";22;712;6;-1;0;"unknown";"yes"
"15933";47;"admin.";"married";"secondary";"no";290;"yes";"no";22;1352;2;-1;0;"unknown";"yes"
"16024";35;"technician";"married";"tertiary";"no";328;"yes";"no";22;654;2;-1;0;"unknown";"yes"
